"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10387149","73414406030000640","15776 Cypress Creek Lane","465000.00","2664.00","51","3706.00","475000.00","2017-12-05","2018-01-30","2018-03-15","","","","","BINKS PRESERVE","","N","C","2018-03-28","499000.00","","",""
"RX-10371196","73414426050001660","11592 S Breeze Place","760000.00","3962.00","138","5149.00","775000.00","2017-10-07","2018-03-06","2018-03-27","","","","","ISLES AT WELLINGTON 4","","N","C","2018-03-28","775000.00","","",""
"AX-10413851","73414412110001510","10673 Oak Bend Way","295000.00","1392.00","50","1707.00","295000.00","2018-02-05","2018-03-27","2018-03-28","","","","","WELLINGTONS EDGE PAR 76 P","","","C","2018-03-29","295000.00","","",""
"RX-10386309","73414407050000070","1912 South Club Drive","799000.00","3028.00","80","4068.00","799000.00","2017-11-30","2018-02-18","2018-03-29","","","","","Lakefield West","","N","C","2018-03-29","799000.00","","",""
"RX-10404873","73414416120000060","13302 Greenshore Place","290000.00","1464.00","2","2049.00","295000.00","2018-02-11","2018-02-13","2018-03-29","","","","","FAIRWAY COVE OF WELLINGTON","","N","C","2018-03-29","295000.00","","",""
"RX-10396959","73414332030220020","14744 Horseshoe Trace","900000.00","2863.00","23","3830.00","1050000.00","2018-01-16","2018-02-08","2018-03-28","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2018-03-29","1050000.00","","",""
"RX-10409245","73414409020340170","2138 Amesbury Circle","445000.00","2242.00","2","3113.00","458800.00","2018-02-27","2018-03-01","2018-03-29","","","","","GREENVIEW SHORES 2","","N","C","2018-03-30","458800.00","","",""
"RX-10402299","73414413080000860","4674 Siena Circle","627500.00","2561.00","27","3700.00","655000.00","2018-02-02","2018-03-01","2018-03-28","","","","","CASTELLINA","","N","C","2018-03-30","655000.00","","",""
"RX-10396122","73414416120000340","2707 Linkside Drive","345000.00","1692.00","75","2112.00","345000.00","2018-01-11","2018-03-27","2018-03-29","","","","","FAIRWAY COVE OF WELLINGTON","","N","C","2018-03-30","355000.00","","",""
"RX-10334730","73414430000005020","15440 46th Lane S","1200000.00","3685.00","314","7627.00","1295000.00","2017-05-16","2018-03-26","2018-03-30","","","","","PALM BEACH POINT-SUNGLADE","","N","C","2018-03-30","1595000.00","","",""
"RX-10284614","73414422010001270","12426 Equine Lane","925000.00","4342.00","441","5494.00","949000.00","2016-11-14","2018-01-29","2018-03-27","","","","","EQUESTRIAN CLUB","","N","C","2018-03-30","1149000.00","","",""
"RX-10405927","73414407080000030","1651 Lakefield North Court","359000.00","1911.00","7","2566.00","359000.00","2018-02-14","2018-02-21","2018-03-26","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2018-03-30","359000.00","","",""
"RX-10390863","73424407030002890","2173 Widener Terrace","794900.00","5517.00","71","6884.00","794900.00","2017-12-20","2018-03-01","2018-03-30","","","","","OLYMPIA 1","","N","C","2018-03-30","819900.00","","",""
"RX-10385066","73414410010250060","1269 Mystic Way","380000.00","2200.00","77","3117.00","405000.00","2017-11-27","2018-02-12","2018-03-27","","","","","SOUTH SHORE 1 OF WELLINGTON","","N","C","2018-03-30","405000.00","","",""
"RX-10403789","73414403030010400","490 Old Country Road S","371500.00","2416.00","4","3360.00","399000.00","2018-02-06","2018-02-10","2018-03-30","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","C","2018-03-30","399000.00","","",""
"RX-10372751","73414409040001840","1550 Bayridge Place","310500.00","1606.00","95","2051.00","305000.00","2017-10-12","2018-02-06","2018-03-30","","","","","MEADOWLAND COVE","","N","C","2018-03-30","327000.00","","",""
"RX-10414904","73414415070000630","2611 Players Court","625000.00","2411.00","4","3196.00","625000.00","2018-03-15","2018-03-19","2018-03-29","","","","","EAGLES LANDING OF P B POLO & COUNTRY CLUB WELLINGTON","","N","C","2018-03-30","625000.00","","",""
"RX-10262870","73414429010000080","14390 Palm Beach Point Boulevard","2900000.00","2550.00","543","13578.00","3495000.00","2016-08-26","2018-02-20","2018-03-30","","","","","PALM BEACH POINT EAST","","N","C","2018-03-30","4395000.00","","",""
"RX-10402424","73414409020220060","1631 Farmington Circle","375000.00","2108.00","3","2918.00","365000.00","2018-02-02","2018-02-05","2018-03-30","","","","","GREENVIEW SHORES 2","","N","C","2018-03-30","365000.00","","",""
"RX-10354071","73414426020001380","11153 Pacifica Street","385000.00","3031.00","219","3814.00","409900.00","2017-07-27","2018-03-03","2018-03-30","","","","","Wellington Shores","","N","C","2018-03-30","465000.00","","",""
"RX-10381531","73414406030002610","509 Cypress Green Circle","550000.00","3163.00","89","4348.00","579500.00","2017-11-12","2018-02-09","2018-03-30","","","","","Binks Preserve","","N","C","2018-03-31","599900.00","","",""
"RX-10409982","73414404010410110","840 Azure Avenue","395000.00","2010.00","1","2800.00","389900.00","2018-03-01","2018-03-02","2018-03-27","","","","","Sugar Pond Manor","","N","C","2018-03-31","389900.00","","",""
"RX-10348135","00414425160000830","4577 Hazleton Lane","175000.00","2380.00","240","3020.00","207500.00","2017-07-05","2018-03-02","2018-03-30","","","","","Wycliffe - Huntington","","N","C","2018-04-02","257654.00","","",""
"RX-10390431","73414412090000430","1644 Oak Berry Circle","325000.00","1648.00","57","2389.00","334800.00","2017-12-18","2018-02-22","2018-03-30","","","","","WELLINGTONS EDGE","","N","C","2018-04-02","348000.00","","",""
"RX-10388120","73424407030006880","9585 Shepard Place","650000.00","4168.00","70","5209.00","660000.00","2017-12-08","2018-02-21","2018-03-30","","","","","OLYMPIA 1","","N","C","2018-04-02","679500.00","","",""
"FX-10110083","73424418010006020","2297 Waburton Ter","425250.00","3662.00","17","4204.00","479900.00","2018-02-19","2018-03-08","2018-03-30","","","","","Olympia Ph 01 Prcl L Repl","","","C","2018-04-02","479900.00","","",""
"RX-10373217","73414407060000380","1701 Corsica Drive","450000.00","3080.00","124","4007.00","483750.00","2017-10-14","2018-02-15","2018-03-26","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON","","N","C","2018-04-02","529900.00","","",""
"AX-10318077","73414401040080500","10494 Fishpond Court","459000.00","4123.00","213","4873.00","480000.00","2017-07-28","2018-02-26","2018-03-28","","","","","BLACK DIAMOND PH 2","","","C","2018-04-02","525000.00","","",""
"RX-10394067","73414415040000230","2454 Muir Circle","525000.00","1989.00","16","2550.00","550000.00","2018-01-06","2018-01-22","2018-04-03","","","","","MUIRFIELD 4","","N","C","2018-04-03","550000.00","","",""
"RX-10403016","73414407050000020","1902 S Club Drive","547500.00","2947.00","42","4356.00","569000.00","2018-02-05","2018-03-19","2018-03-26","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3A","","N","C","2018-04-03","569000.00","","",""
"RX-10404593","73414423090000770","11117 Alameda Bay Court","450000.00","2526.00","3","3198.00","450000.00","2018-02-15","2018-02-18","2018-04-03","","","","","Sausilito","","N","C","2018-04-03","450000.00","","",""
"RX-10393260","73414424050001430","10363 Trianon Place","512000.00","2777.00","6","3616.00","539000.00","2018-01-03","2018-01-09","2018-03-30","","","","","VERSAILLES","","N","C","2018-04-03","539000.00","","",""
"RX-10386141","73414416120000080","13318 Greenshore Place","295000.00","1544.00","18","2100.00","295000.00","2017-12-01","2017-12-19","2018-04-04","","","","","FAIRWAY COVE OF WELLINGTON","","N","C","2018-04-04","295000.00","","",""
"RX-10400515","73424407030003500","9654 Worswick Court","675000.00","3941.00","13","5470.00","675000.00","2018-01-27","2018-02-09","2018-03-28","","","","","OLYMPIA","","N","C","2018-04-04","675000.00","","",""
"RX-10395390","73424407050021830","9473 Via Grande W","425000.00","2322.00","49","3036.00","430000.00","2018-01-10","2018-02-28","2018-04-04","","","","","BUENA VIDA","","N","C","2018-04-04","440000.00","","",""
"RX-10376447","73414424050000240","3587 Birague Drive","500000.00","3350.00","2","4342.00","500000.00","2017-10-21","2017-10-23","2018-04-05","","","","","VERSAILLES","","N","C","2018-04-05","500000.00","","",""
"RX-10405993","73414404010420080","1049 Cherry Lane","405000.00","2236.00","1","3120.00","399900.00","2018-02-14","2018-02-15","2018-04-05","","","","","SUGAR POND","","N","C","2018-04-06","399900.00","","",""
"RX-10382918","73414420180000030","3888 Gem Twist Court","9000000.00","2464.00","117","16502.00","10900000.00","2017-11-17","2018-03-14","2018-03-26","","","","","GRAND PRIX VILLAGE SOUTH","","N","C","2018-04-06","10900000.00","","",""
"RX-10408940","73414406030000510","15822 Cypress Park Drive","455000.00","2234.00","5","3064.00","469000.00","2018-02-26","2018-03-03","2018-04-06","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON - THE PRESERVE -","","N","C","2018-04-06","469000.00","","",""
"RX-10385652","00414425020000320","10194 Dover Carriage Lane","175000.00","2619.00","99","3526.00","225000.00","2017-11-30","2018-03-09","2018-04-06","","","","","Wycliffe - Dover","","N","C","2018-04-06","299000.00","","",""
"RX-10149304","00414425130000040","10658 Greenbriar Villa Drive","250000.00","2952.00","952","4045.00","339000.00","2015-07-05","2018-02-12","2018-04-06","","","","","WYCLIFFE Greenbriar","","N","C","2018-04-06","369000.00","","",""
"RX-10402210","73424407030000360","8967 Alexandra Circle","435000.00","2901.00","28","3458.00","469900.00","2018-01-31","2018-02-28","2018-04-05","","","","","OLYMPIA 1","","N","C","2018-04-06","469900.00","","",""
"RX-10358001","73424417020008620","2848 Shaughnessy Drive","470000.00","3156.00","166","4153.00","480000.00","2017-08-08","2018-01-21","2018-03-16","","","","","OLYMPIA 2","","N","C","2018-04-08","495000.00","","",""
"RX-10398724","73424417020013170","9229 Delemar Court","530000.00","3963.00","7","5184.00","569000.00","2018-01-20","2018-03-02","2018-04-06","","","","","OLYMPIA 2","","N","C","2018-04-10","500000.00","","",""
"RX-10381332","73414409010020040","13558 Callington Drive","392000.00","2478.00","88","3713.00","399000.00","2017-11-11","2018-03-05","2018-04-10","","","","","GREEN VIEW SHORES 1","","N","C","2018-04-10","439000.00","","",""
"RX-10406158","73414412060000810","1574 Carriage Brooke Drive","315000.00","1325.00","15","1900.00","319900.00","2018-02-15","2018-03-13","2018-04-06","","","","","WELLINGTONS EDGE PAR 77 PH 2","","N","C","2018-04-11","324900.00","","",""
"RX-10379421","73414409020670080","13965 Sheffield Court","370000.00","2076.00","104","3068.00","389000.00","2017-11-05","2018-02-17","2018-04-10","","","","","Equestrian Walk","","N","C","2018-04-11","389000.00","","",""
"RX-10398022","73414411020030370","11640 Sanderling Drive","345000.00","1904.00","42","2566.00","350000.00","2018-01-19","2018-03-02","2018-04-11","","","","","EASTWOOD OF WELLINGTON","","N","C","2018-04-11","350000.00","","",""
"FX-10110136","73424417020011790","3102 Hamblin Way","435000.00","3963.00","6","4722.00","469900.00","2018-02-22","2018-02-28","2018-04-09","","","","","Olympia 02","","","C","2018-04-11","469900.00","","",""
"RX-10414950","73414404010040090","14806 Paddock Drive","355000.00","2100.00","6","2782.00","349900.00","2018-03-16","2018-03-28","2018-04-11","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2018-04-11","349900.00","","",""
"RX-10403047","73414407020070110","1395 Velda Way","499900.00","2774.00","7","3808.00","499900.00","2018-02-05","2018-02-12","2018-04-11","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTO","","N","C","2018-04-11","499900.00","","",""
"RX-10387062","73414411020050040","11672 Turnstone Drive","325000.00","1708.00","93","2239.00","329900.00","2017-12-05","2018-03-08","2018-04-12","","","","","Eastwood","","N","C","2018-04-12","329900.00","","",""
"RX-10403458","73414424050001440","10359 Trianon Place","635000.00","4090.00","21","5115.00","649900.00","2018-02-05","2018-02-26","2018-04-11","","","","","VERSAILLES","","N","C","2018-04-12","649900.00","","",""
"RX-10417403","73414415080000090","12588 Mallet Circle","625000.00","2177.00","0","2933.00","648000.00","2018-03-26","2018-03-26","2018-04-12","","","","","CHUKKER COVE","","N","C","2018-04-12","648000.00","","",""
"RX-10403276","73414426020001750","11231 Laurel Walk Road","337000.00","1850.00","11","2458.00","334500.00","2018-02-06","2018-02-17","2018-04-06","","","","","ORANGE GROVE EST","","N","C","2018-04-12","334500.00","","",""
"RX-10385688","00424419090000080","3317 Lago De Talavera","480000.00","2870.00","56","3989.00","499900.00","2017-11-30","2018-01-25","2018-04-12","","","","","TALAVERA","","N","C","2018-04-12","499900.00","","",""
"RX-10407908","73414409040000410","1471 Windship Circle","285000.00","1567.00","3","2111.00","299000.00","2018-02-21","2018-02-24","2018-04-12","","","","","MEADOWLAND COVE 1 OF WELLINGTON","","N","C","2018-04-12","299000.00","","",""
"RX-10411227","73414423100000190","11247 Edgewater Circle","489000.00","3014.00","10","3863.00","499000.00","2018-03-02","2018-03-12","2018-04-12","","","","","Orange Grove","","N","C","2018-04-13","499000.00","","",""
"RX-10376188","73424417080007840","8157 Rosalie Lane","393000.00","2197.00","135","2687.00","419000.00","2017-10-24","2018-03-08","2018-04-11","","","","","VILLAGEWALK","","N","C","2018-04-13","454900.00","","",""
"RX-10356008","73414426010000680","4073 Bahia Isle Circle","395000.00","2992.00","185","4152.00","415000.00","2017-08-03","2018-03-21","2018-04-12","","","","","ISLES AT WELLINGTON 1","","N","C","2018-04-14","440000.00","","",""
"RX-10422272","73414419010090130","4544 Garden Point Trail","5900000.00","5285.00","1","12897.00","6400000.00","2018-04-11","2018-04-12","2018-04-14","","","","","PALM BEACH POINT","","N","C","2018-04-14","6400000.00","","",""
"RX-10399085","73414333010020250","13253 Doubletree Circle","540000.00","2963.00","12","3701.00","592000.00","2018-01-22","2018-02-03","2018-04-13","","","","","PINEWOOD OF WELLINGTON","","N","C","2018-04-16","592000.00","","",""
"RX-10406316","73424417020012200","3088 Hartridge Terrace","630000.00","4168.00","24","5367.00","659900.00","2018-02-16","2018-03-12","2018-04-13","","","","","OLYMPIA 2","","N","C","2018-04-16","674999.00","","",""
"RX-10392019","73424407030006910","9533 Shepard Place","500000.00","3467.00","71","4809.00","529500.00","2017-12-27","2018-03-13","2018-04-12","","","","","OLYMPIA","","N","C","2018-04-16","525000.00","","",""
"RX-10325206","73414420060000040","14244 Stroller Way","1430000.00","3033.00","290","4040.00","1500000.00","2017-04-12","2018-01-27","2018-04-16","","","","","EQUESTRIAN CLUB ESTATES","","N","C","2018-04-16","1500000.00","","",""
"RX-10318056","73414415230000470","2901 Blue Cypress Lane","4475000.00","6359.00","374","8991.00","4750000.00","2017-03-17","2018-03-26","2018-04-12","","","","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","","N","C","2018-04-16","4750000.00","","",""
"RX-10253592","73414415080000290","12468 Mallet Circle","485000.00","1850.00","601","2477.00","490000.00","2016-07-25","2018-03-19","2018-04-12","","","","","CHUKKER COVE P B POLO & CNTRY CLUB WELL","","N","C","2018-04-16","545000.00","","",""
"RX-10410787","00414424010000730","10694 Paso Fino Drive","547500.00","3074.00","10","3839.00","569900.00","2018-03-03","2018-03-13","2018-04-13","","","","","WHITEHORSE ESTATES","","N","C","2018-04-16","579900.00","","",""
"RX-10409140","73414411050010120","1167 Summerwood Circle","405000.00","1825.00","7","2945.00","419000.00","2018-02-26","2018-03-05","2018-04-09","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2018-04-16","419000.00","","",""
"RX-10388049","73414406020000420","17064 Gulf Pine Circle","632000.00","3998.00","70","5215.00","659400.00","2017-12-08","2018-02-16","2018-04-09","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON","","N","C","2018-04-17","664400.00","","",""
"AX-10393221","73414404010460244","13730 Sunflower Court","210000.00","1211.00","80","1566.00","210000.00","2017-12-15","2018-03-05","2018-04-05","","","","","SUGAR POND MANOR OF WELLI","","","C","2018-04-18","210000.00","","",""
"RX-10404889","73414404060020450","13402 La Mirada Circle","515000.00","2602.00","28","3295.00","549000.00","2018-02-10","2018-03-10","2018-04-16","","","","","PINEWOOD GROVE OF WELLINGTON","","N","C","2018-04-18","579000.00","","",""
"RX-10417098","73414417010760010","14533 Equestrian Way","6325000.00","4344.00","7","6406.00","6870000.00","2018-03-24","2018-03-31","2018-04-18","","","","","SADDLE TRAIL PARK OF WELLINGTON","","N","C","2018-04-19","6870000.00","","",""
"FX-10078104","73424417020009870","9736 Roche Place","420000.00","3308.00","223","3708.00","434900.00","2017-07-21","2018-03-01","2018-04-12","","","","","Olympia 02","","","C","2018-04-19","459900.00","","",""
"RX-10401272","73414404010160020","14434 Paddock Drive","350000.00","1808.00","43","2368.00","344900.00","2018-01-30","2018-03-14","2018-04-20","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2018-04-20","349900.00","","",""
"RX-10379788","73414415180000250","12929 Mizner Way","1700000.00","4005.00","133","5942.00","2200000.00","2017-11-06","2018-03-19","2018-04-20","","","","","MIZNER ESTATES OF PALM BEACH POLO & COUNTRY CLUB","","N","C","2018-04-20","2200000.00","","",""
"RX-10410452","73414403110020230","12685 Timber Pine Trail","387500.00","2093.00","5","2996.00","395000.00","2018-03-02","2018-03-07","2018-04-20","","","","","Pines Of Wellington","","N","C","2018-04-20","395000.00","","",""
"RX-10317173","73414415210000090","12427 Cypress Island Way","5650000.00","7156.00","381","10206.00","5750000.00","2017-03-13","2018-03-29","2018-04-20","","","","","CYPRESS ISLAND OF PALM BEACH POLO & COUN","","N","C","2018-04-20","6250000.00","","",""
"RX-10324664","73414415070000260","2514 Players Court","640000.00","3623.00","355","4395.00","699000.00","2017-04-11","2018-04-01","2018-04-19","","","","","EAGLES LANDING OF P B POLO AND COUNTRY CLUB","","N","C","2018-04-20","740000.00","","",""
"RX-10416904","73414404010320200","13851 Exotica Lane","369900.00","1922.00","3","2799.00","369900.00","2018-03-23","2018-03-26","2018-04-19","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2018-04-20","369900.00","","",""
"RX-10406509","73414401040070010","1243 Bay View Way","480000.00","3372.00","35","3850.00","480000.00","2018-02-14","2018-03-21","2018-04-20","","","","","BLACK DIAMOND PH 2","","N","C","2018-04-20","499999.00","","",""
"RX-10347841","73414408010270030","14552 Halter Road","1500000.00","4174.00","286","6042.00","1599000.00","2017-07-04","2018-04-16","2018-04-20","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","C","2018-04-21","1895000.00","","",""
"RX-10409135","73414409030000310","2309 Greenview Cove Drive","530000.00","2685.00","8","3514.00","545000.00","2018-02-26","2018-03-06","2018-04-20","","","","","GREENVIEW COVE OF WELLINGTON, Polo West Estates, Polo west.","","N","C","2018-04-23","545000.00","","",""
"RX-10405036","73414426060000500","4598 Windward Cove Lane","440000.00","2865.00","25","3774.00","449000.00","2018-02-12","2018-04-15","2018-04-23","","","","","The Isles of Wellington","","N","C","2018-04-23","449000.00","","",""
"RX-10398907","73414403170030130","1143 Lake Breeze Drive","408500.00","2716.00","46","3519.00","419999.00","2018-01-22","2018-03-09","2018-04-23","","","","","EMERALD FOREST OF WELLINGTON","","N","C","2018-04-23","424990.00","","",""
"RX-10371550","73424407050010670","8866 Via Brilliante","528500.00","3064.00","171","3718.00","547000.00","2017-10-09","2018-03-29","2018-04-19","","","","","BUENA VIDA","","N","C","2018-04-23","579900.00","","",""
"RX-10406275","73414422010000910","12337 Equine Lane","675000.00","4332.00","18","5484.00","679000.00","2018-02-15","2018-03-05","2018-04-20","","","","","EQUESTRIAN CLUB","","N","C","2018-04-23","699000.00","","",""
"RX-10421984","73414415180000290","2485 Mizner Lake Court","2150000.00","5306.00","0","6495.00","2398000.00","2018-04-10","2018-04-10","2018-04-23","","","","","MIZNER ESTATES OF PALM BEACH POLO & COUN","","N","C","2018-04-23","2398000.00","","",""
"FX-10103335","73414411010340150","11609 Whitemarsh Drive","366000.00","1780.00","38","2672.00","377000.00","2018-01-30","2018-03-09","2018-04-04","","","","","South Shore 02a Wellingto","","","C","2018-04-23","377000.00","","",""
"RX-10411705","73414412090000530","1830 Oak Berry Circle","345000.00","1822.00","17","2539.00","329900.00","2018-03-06","2018-03-23","2018-04-23","","","","","WELLINGTONS EDGE PAR 76 PH 2B","","N","C","2018-04-23","329900.00","","",""
"RX-10413795","73414410260002370","1745 Shoreside Circle","267500.00","1277.00","4","1567.00","275000.00","2018-03-14","2018-03-18","2018-04-23","","","","","WELLINGTON TR 42-B","","N","C","2018-04-24","275000.00","","",""
"RX-10241504","73414414290000020","11166 Isle Brook Court","960000.00","3972.00","661","4740.00","1000000.00","2016-06-06","2018-03-29","2018-04-20","","","","","BROOKSIDE, Palm Beach Polo","","N","C","2018-04-25","1500000.00","","",""
"RX-10404963","73414426020000050","4209 Wellington Shores Drive","525000.00","3245.00","33","4197.00","539900.00","2018-02-11","2018-03-16","2018-04-25","","","","","Wellington Shores","","N","C","2018-04-25","549900.00","","",""
"AX-10407226","73424417020015770","2589 Treanor Ter","646000.00","4120.00","15","4945.00","660000.00","2018-01-24","2018-02-08","2018-04-25","","","","","OLYMPIA 2","","","C","2018-04-25","660000.00","","",""
"FX-10109585","73414403140000790","475 Sweet Wood Way","268500.00","1202.00","35","1693.00","259990.00","2018-02-19","2018-03-26","2018-04-25","","","","","Tree Tops","","","C","2018-04-25","259990.00","","",""
"RX-10401904","73414409040000700","12876 Meadowbreeze Drive","331000.00","1896.00","11","2450.00","342000.00","2018-02-01","2018-02-12","2018-04-25","","","","","MEADOWLAND COVE 1 OF WELLINGTON","","N","C","2018-04-26","342000.00","","",""
"RX-10361769","73414414470000160","12160 Sunnydale Drive","1250000.00","3334.00","203","4208.00","1295000.00","2017-08-25","2018-03-16","2018-04-26","","","","","HUNTERS CHASE","","N","C","2018-04-26","1395000.00","","",""
"RX-10426593","73414404010530020","916 Meadow Avenue","349000.00","2112.00","3","2957.00","369900.00","2018-04-23","2018-04-26","2018-04-26","","","","","Sugar Pond Manor","","N","C","2018-04-26","369900.00","","",""
"RX-10417670","00404328020002380","933 Deer Haven Drive","487500.00","2322.00","18","3198.00","489000.00","2018-03-26","2018-04-13","2018-04-24","","","","","ARDEN","","N","C","2018-04-26","489000.00","","",""
"RX-10412637","73414402030050260","12166 Alder Lane","347000.00","1790.00","4","2580.00","349900.00","2018-03-09","2018-03-13","2018-04-26","","","","","SOUTH SHORE 4 OF WELLINGTON","","N","C","2018-04-27","349000.00","","",""
"RX-10358819","73414414370000310","2901 Bent Cypress Road","935000.00","3342.00","219","4288.00","975000.00","2017-08-14","2018-03-21","2018-04-27","","","","","BENT CYPRESS","","N","C","2018-04-27","1100000.00","","",""
"FX-10115131","73424417020011020","9703 Phipps Lane","477200.00","3806.00","15","4416.00","499999.00","2018-03-26","2018-04-10","2018-04-27","","","","","Olympia 02","","","C","2018-04-27","499999.00","","",""
"RX-10383117","73414409010110380","13394 Northumberland Circle","360000.00","2234.00","116","3086.00","374500.00","2017-11-17","2018-03-13","2018-04-27","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","C","2018-04-27","399900.00","","",""
"RX-10388855","73414426050000090","11712 S Breeze Place","585000.00","3962.00","92","5149.00","650000.00","2017-12-11","2018-03-13","2018-04-27","","","","","ISLES AT WELLINGTON 4","","N","C","2018-04-27","685000.00","","",""
"RX-10409820","73414407040000150","1701 S Club Drive","324000.00","1807.00","10","2462.00","322900.00","2018-02-27","2018-03-09","2018-04-27","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2018-04-27","322900.00","","",""
"RX-10384575","00414425130000320","10770 Greenbriar Villa Drive","290000.00","3238.00","93","4045.00","329000.00","2017-11-25","2018-02-26","2018-04-27","","","","","Wycliffe - Greenbriar","","N","C","2018-04-27","349000.00","","",""
"RX-10415979","00414425120000050","10692 Fairmont Village Drive","210000.00","2776.00","10","3740.00","219000.00","2018-03-20","2018-03-30","2018-04-27","","","","","WYCLIFFE TR F","","N","C","2018-04-27","219000.00","","",""
"RX-10415938","73414426010000440","4134 Bahia Isle Circle","373900.00","2279.00","23","3009.00","379800.00","2018-03-20","2018-04-14","2018-04-27","","","","","ISLES AT WELLINGTON 1","","N","C","2018-04-27","379000.00","","",""
"RX-10397581","00414425200000630","4211 Imperial Isle Drive","175000.00","2249.00","36","2938.00","225000.00","2018-01-18","2018-02-23","2018-04-27","","","","","WYCLIFFE - Imperial Isle","","N","C","2018-04-28","225000.00","","",""
"RX-10340566","00414424040001050","3866 Netherlee Way","410000.00","2941.00","271","3771.00","465000.00","2017-06-07","2018-03-05","2018-04-27","","","","","Wycliffe - Manchester Lakes","","N","C","2018-04-28","485000.00","","",""
"RX-10395858","73414424050004470","10763 Versailles Boulevard","730000.00","3444.00","74","4526.00","750000.00","2018-01-11","2018-03-30","2018-04-27","","","","","VERSAILLES","","N","C","2018-04-28","775000.00","","",""
"RX-10400287","73414423130000270","3966 Whale Boat Way","515000.00","3014.00","15","3863.00","519900.00","2018-01-26","2018-02-10","2018-04-12","","","","","Grand Isles","","N","C","2018-04-29","519900.00","","",""
"RX-10409437","73424418010005340","2384 Simonson Drive","425250.00","3662.00","22","4409.00","490000.00","2018-02-26","2018-03-20","2018-04-25","","","","","Olympia","","N","C","2018-04-30","490000.00","","",""
"RX-10401542","00424419090000190","3405 Lago De Talavera","535000.00","3136.00","56","4062.00","559999.00","2018-01-30","2018-03-27","2018-04-26","","","","","TALAVERA","","N","C","2018-04-30","559999.00","","",""
"AX-10416457","73414423100000450","11168 Winding Pearl Way","397500.00","3014.00","42","3863.00","399900.00","2018-02-09","2018-03-23","2018-04-30","","","","","ORANGE POINT 1","","","C","2018-04-30","449900.00","","",""
"RX-10416510","73414422010000590","12481 World Cup Lane","875000.00","3740.00","25","4833.00","895000.00","2018-03-22","2018-04-16","2018-04-30","","","","","EQUESTRIAN CLUB","","N","C","2018-04-30","895000.00","","",""
"RX-10391896","73414412060000980","1563 Carriage Brooke Drive","280000.00","1468.00","20","1982.00","289900.00","2017-12-23","2018-01-12","2018-03-15","","","","","WELLINGTONS EDGE PAR 77 PH 2","","N","C","2018-04-30","289900.00","","",""
"RX-10390399","73414424050000080","10346 Medicis Place","503000.00","3350.00","95","4214.00","529900.00","2017-12-18","2018-03-23","2018-04-25","","","","","VERSAILLES","","N","C","2018-05-01","539900.00","","",""
"RX-10408384","73414409010010110","13790 Callington Drive","457000.00","2575.00","26","3536.00","469990.00","2018-02-23","2018-03-21","2018-05-01","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","C","2018-05-01","469900.00","","",""
"RX-10412572","73414413080001640","2900 Florence Street","869000.00","3220.00","22","4542.00","889000.00","2018-03-09","2018-03-31","2018-04-30","","","","","CASTELLINA","","N","C","2018-05-01","889000.00","","",""
"RX-10397599","73414424050004440","10747 Versailles Boulevard","843500.00","5031.00","18","6368.00","999000.00","2018-01-18","2018-02-05","2018-04-30","","","","","VERSAILLES","","N","C","2018-05-01","999000.00","","",""
"RX-10409251","73414426020000600","4371 Silver Glen Drive","516000.00","3165.00","6","4429.00","530000.00","2018-02-27","2018-03-05","2018-04-30","","","","","WELLINGTON SHORES-ESTATES","","N","C","2018-05-01","530000.00","","",""
"RX-10381363","73414409030001470","2226 Greenview Cove Drive","410000.00","2492.00","129","3539.00","420000.00","2017-11-11","2018-03-20","2018-04-30","","","","","Greenview cove, Polo West Estates, Polo West","","N","C","2018-05-02","489000.00","","",""
"RX-10414725","73414404010310320","644 Oleaster Avenue","380000.00","2051.00","7","3041.00","385000.00","2018-03-14","2018-03-21","2018-05-01","","","","","Sugar Pond Manor","","N","C","2018-05-02","385000.00","","",""
