"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"AX-10521203","73414404010520100","961 Meadow Av","","","5","","445000.00","2018-08-15","","","2018-08-20","","","","SUGAR POND MANOR","","","L","2018-08-20","445000.00","","",""
"RX-10411450","73414409010010070","13822 Callington Drive","","1741.00","170","2593.00","349900.00","2018-03-05","","","2018-08-22","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","L","2018-08-22","389900.00","","",""
"RX-10393441","73414402010030150","816 W Rambling Drive","","5258.00","203","7085.00","999900.00","2018-01-04","","","2018-08-22","","2018-08-21","","PALM BEACH LITTLE RANCHES","","N","L","2018-08-22","1190000.00","","","2018-08-21"
"RX-10447351","73414409020680170","2766 Penhale Court","","2109.00","29","2876.00","370000.00","2018-07-13","","","2018-08-21","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","L","2018-08-22","375000.00","","","2018-08-13"
"RX-10365631","73414332030180110","14756 Stirrup Lane","","3492.00","339","4260.00","588000.00","2017-09-15","","","2018-08-23","","2018-08-06","","PADDOCK PARK 1 OF WELLINGTON","","N","L","2018-08-23","650000.00","","","2018-01-16"
"RX-10409591","73414426030000140","4615 Mariners Cove Drive","","3375.00","177","4471.00","535000.00","2018-02-28","","","2018-08-24","","","","ISLES AT WELLINGTON 2","","N","L","2018-08-24","575000.00","","",""
"RX-10458706","73414416110000210","2420 Stonegate Drive","","2350.00","1","3227.00","429900.00","2018-08-24","","","2018-08-25","","","","STONEGATE OF WELLINGTON","","N","L","2018-08-25","429900.00","","",""
"RX-10381382","73424417020016420","2808 Pillsbury Way","","5338.00","269","6643.00","788990.00","2017-11-11","","","2018-08-25","","","","Olympia- Postley","","N","L","2018-08-25","826000.00","","","2018-06-20"
"RX-10427952","73414409030001050","2162 Sunderland Avenue","","3333.00","117","4482.00","475000.00","2018-05-01","","","2018-08-26","","","","GREENVIEW COVE OF WELLINGTON","","N","L","2018-08-26","569000.00","","",""
"RX-10373815","73414402020000250","912 Cindy Circle Lane","","3076.00","315","10363.00","1795000.00","2017-10-14","","","2018-08-25","","","","PALM BEACH LITTLE RANCHES EAST OF WELLINGTON","","N","L","2018-08-27","2250000.00","","",""
"RX-10364036","73414419010090090","4481 Garden Point Trail","","4293.00","361","11056.00","14995000.00","2017-09-01","","","2018-08-28","","","","PALM BEACH POINT","","N","L","2018-08-28","14995000.00","","",""
"FX-10128255","73414410010060080","1251 Rowayton Circle","","2290.00","70","2941.00","365000.00","2018-06-19","","","2018-08-28","","","","South Shore 01 Wellington","","","L","2018-08-28","385000.00","","",""
"RX-10459583","73424407050022230","1908 Via Castello","","2322.00","1","3026.00","395000.00","2018-08-28","","","2018-08-29","","","","BUENA VIDA","","N","L","2018-08-29","395000.00","","",""
"RX-10456354","73414410260001700","1768 Shoreside Circle","","1997.00","12","2481.00","350000.00","2018-08-17","","","2018-08-29","","","","Wellington Lakes","","N","L","2018-08-29","350000.00","","",""
"RX-10443108","73414424060020560","10675 Ivanhoe Lane","","2094.00","64","2724.00","415000.00","2018-06-27","2018-08-02","","2018-08-30","","","","OAKMONT ESTATES PUD","N","N","L","2018-08-30","429000.00","","",""
"RX-10459809","73424407050022230","1908 Via Castello","","2322.00","1","3036.00","399900.00","2018-08-29","","","2018-08-30","","","","BUENA VIDA","","N","L","2018-08-30","399900.00","","",""
"RX-10458012","Arden Pud Pod A Est & Pod B East Lt 211","1075 Timber Reap Trail #211","","3197.00","8","4335.00","494900.00","2018-08-22","","","2018-08-30","","","","ARDEN POD B EAST","","N","L","2018-08-30","494900.00","","",""
"RX-10457002","73414404010130290","14596 Autumn Avenue","","1883.00","13","2651.00","359900.00","2018-08-18","2018-08-18","","2018-08-31","","","","SUGAR POND MANOR OF WELLINGTON","N","N","L","2018-08-31","359900.00","","",""
"AX-10524378","73414404010520100","961 Meadow","","2400.00","14","3123.00","445000.00","2018-08-20","","","2018-09-03","","","","SUGAR POND MANOR OF WELLI","","","L","2018-09-03","445000.00","","",""
"RX-10450417","73414417010580060","2920 Appaloosa Trail","","2274.00","42","5078.00","2250000.00","2018-07-25","","","2018-09-05","","","","SADDLE TRAIL PARK OF WELLINGTON","","N","L","2018-09-05","2250000.00","","",""
"RX-10625073","73414426040000310","11869 Osprey Point Circle","","3066.00","9","4076.00","539900.00","2020-05-24","2020-05-25","","2020-06-02","","","","ISLES AT WELLINGTON 3","N","N","L","2020-06-02","539900.00","","",""
"RX-10461204","00414436090000580","5056 Forest Dale Drive","","4271.00","2","5242.00","729000.00","2018-09-04","","","2018-09-06","","","","SOUTH ROAD PUD 2/ COUNTRYSIDE ESTATES","","N","L","2018-09-06","729000.00","","",""
"RX-10454370","73414411010340200","11677 Whitemarsh Drive","","2518.00","24","2958.00","429000.00","2018-08-08","","","2018-09-01","","2018-08-23","","SOUTH SHORE 2 OF WELLINGTON","","N","L","2018-09-06","429000.00","","",""
"RX-10406933","00404328010001220","1120 1120 Sterling Pine Place #122","","2874.00","200","3946.00","440900.00","2018-02-18","","","2018-09-06","","","","ARDEN","","N","L","2018-09-06","440900.00","","",""
"RX-10447390","73414426010001360","4155 Sea Mist Way","","1904.00","55","2565.00","345000.00","2018-07-13","","","2018-09-06","","","","ISLES AT WELLINGTON 1","","N","L","2018-09-07","345000.00","","",""
"RX-10452437","73414409020320050","1943 Newhaven Avenue","","2763.00","37","3613.00","480000.00","2018-08-01","","","2018-09-07","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","L","2018-09-07","498000.00","","",""
"RX-10444813","73424417020009560","2701 Shaughnessy Drive","","3590.00","154","4608.00","495000.00","2018-07-03","","","2018-12-04","","","","OLYMPIA 2","","N","L","2018-12-04","615000.00","","",""
"RX-10452379","73414418010080120","15610 Enstrom Road","","3509.00","38","4798.00","990000.00","2018-08-01","","","2018-09-08","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-09-08","990000.00","","",""
"RX-10451671","73414401040060500","10706 Old Hammock Way","","2847.00","45","4089.00","405000.00","2018-07-30","2018-08-11","","2018-09-13","","","","BLACK DIAMOND PH 2","N","N","L","2018-09-13","405000.00","","",""
"RX-10452454","73414424050001750","10267 Trianon Place","","3564.00","38","4542.00","499900.00","2018-08-01","2018-08-25","","2018-09-08","","","","VERSAILLES","U","N","L","2018-09-08","547000.00","","",""
"RX-10395959","73424417080009360","8342 Tobago Lane","","2165.00","241","2687.00","438995.00","2018-01-12","","","2018-09-10","","","","VILLAGEWALK","","N","L","2018-09-10","445000.00","","",""
"RX-10438231","73414407020040100","15200 Meadow Wood Drive","","2733.00","95","3785.00","599999.00","2018-06-07","","","2018-09-10","","","","Meadow Wood of the Landings","","N","L","2018-09-10","599999.00","","",""
"RX-10458758","73414404010740510","1855 Primrose Lane","","2300.00","17","2942.00","379985.00","2018-08-25","","","2018-09-11","","","","SUGAR POND MANOR OF WELLINGTON","","N","L","2018-09-11","379985.00","","",""
"RX-10381703","73414408010400060","1641 Clydesdale Avenue","","3199.00","305","5624.00","2450000.00","2017-11-10","","","2018-09-11","","","","PADDOCK PARK 2 OF WELLINGTON","","N","L","2018-09-11","2495000.00","","",""
"RX-10294842","73414408010480010","14542 Draft Horse Lane","","4510.00","615","9162.00","2050000.00","2016-12-31","","","2018-09-07","","","","PADDOCK PARK 2 OF WELLINGTON","","N","L","2018-09-11","2400000.00","","",""
"RX-10463212","73414409020700130","2664 Yarmouth Drive","","2200.00","0","2880.00","360000.00","2018-09-12","","","2018-09-12","","","","Greenview Shores 02 Welli","","N","L","2018-09-12","360000.00","","",""
"RX-10448205","73424407030000880","8996 Alexandra Circle","","3595.00","58","5054.00","529900.00","2018-07-16","","","2018-09-12","","","","OLYMPIA 1","","N","L","2018-09-12","561500.00","","",""
"RX-10435769","73414401020010230","1202 Creek Side Drive","","4066.00","105","4900.00","537500.00","2018-05-30","","","2018-09-12","","2018-06-07","","BLACK DIAMOND PH 1","","N","L","2018-09-12","537500.00","","",""
"RX-10445671","73424407030003590","9601 Worswick Court","","3963.00","143","5334.00","620000.00","2018-07-06","","","2018-11-26","","","","OLYMPIA 1","","N","L","2018-11-26","639900.00","","",""
"RX-10378787","73424417020008410","2764 Shaughnessy Drive","","3127.00","315","4136.00","469888.00","2017-11-02","","","2018-09-13","","","","OLYMPIA 2","","N","L","2018-09-13","499000.00","","",""
"RX-10431316","73414424050000220","3579 Birague Drive","","3028.00","124","3822.00","529900.00","2018-05-12","","","2018-09-13","","","","VERSAILLES","","N","L","2018-09-14","539000.00","","",""
"RX-10417414","73414419010070090","15725 & 15726 Estancia Lane","","9056.00","175","14084.00","10975000.00","2018-03-23","","","2018-09-14","","","","PALM BEACH POINT","","N","L","2018-09-14","9900000.00","","",""
"RX-10460220","00404328010001330","1105 Sterling Pine Place Lot 133","","2501.00","18","3326.00","497448.00","2018-08-27","2018-08-29","","2018-09-14","","","","Arden Pod B East","N","N","L","2018-09-14","497448.00","","",""
"RX-10374129","73424417080007980","8297 Rosalie Lane","","2001.00","335","2687.00","412900.00","2017-10-15","","","2018-09-15","","","","VILLAGEWALK Of Wellington","","N","L","2018-09-15","425000.00","","",""
"RX-10418746","73414403190000730","928 Lake Wellington Drive","","1358.00","168","1786.00","339999.00","2018-03-30","","","2018-09-14","","2018-05-07","","MONTEREY ON THE LAKE","","N","L","2018-09-15","349000.00","","",""
"RX-10451789","73424417020012210","3094 Hartridge Terrace","","2805.00","50","3462.00","429000.00","2018-07-28","","","2018-09-16","","","","OLYMPIA 2","","N","L","2018-09-16","429000.00","","",""
"RX-10438148","73414424050000160","3555 Birague Drive","","3350.00","101","4342.00","505000.00","2018-06-08","","","2018-09-17","","","","VERSAILLES PUD","","N","L","2018-09-17","555000.00","","",""
"RX-10398007","73414424060010730","3411 Vanderbilt Drive","","3871.00","233","5331.00","599000.00","2018-01-18","","","2018-09-21","","","","OAKMONT ESTATES PUD","","N","L","2018-09-21","625000.00","","","2018-06-15"
"RX-10443469","73414404170000480","13286 Moonstone Terrace","","1802.00","81","2514.00","384900.00","2018-06-28","","","2018-09-17","","2018-08-01","","EMERALD FOREST OF WELLINGTON 2","","N","L","2018-09-24","384900.00","","",""
"AX-10460359","73424408060001250","2057 Futana Way","","2700.00","147","3460.00","494000.00","2018-04-30","","","2018-09-24","","","","VILLAGEWALK OF WELLINGTON","","","L","2018-09-24","509000.00","","",""
"RX-10393724","73414408010400070","1601 Clydesdale Avenue","","5513.00","265","8415.00","4699000.00","2018-01-05","","","2018-09-27","","2018-04-16","","PADDOCK PARK 2 OF WELLINGTON","","N","L","2018-09-27","4699000.00","","",""
"RX-10393730","73414408010400080","1561 Clydesdale Avenue","","2635.00","265","5108.00","1649000.00","2018-01-05","","","2018-09-27","","2018-04-16","","PADDOCK PARK 2 OF WELLINGTON","","N","L","2018-09-27","1649000.00","","",""
"RX-10463092","73424417080009360","8342 Tobago Lane","","2165.00","14","2687.00","432995.00","2018-09-11","","","2018-09-25","","","","VILLAGEWALK","","N","L","2018-09-25","432995.00","","",""
"RX-10432742","73414401040060830","10659 Old Hammock Way","","2847.00","131","4089.00","439000.00","2018-05-18","","","2018-09-26","","","","BLACK DIAMOND PH 2","","N","L","2018-09-26","459000.00","","",""
"AX-10522729","73414424050002100","10440 Trianon Place","","2812.00","41","3674.00","510000.00","2018-08-17","","","2018-09-27","","","","VERSAILLES","","","L","2018-09-27","545000.00","","",""
"RX-10452795","73414414350000110","2770 Long Meadow Drive","","4483.00","56","6501.00","1699000.00","2018-08-02","","","2018-09-27","","","","BROOKSIDE","","N","L","2018-09-27","1699000.00","","",""
"RX-10401898","73414418010010040","2095 Windsock Way","","6048.00","240","10276.00","2899999.00","2018-01-31","","","2018-09-28","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-09-28","3099000.00","","",""
"RX-10453148","73414423070000050","3526 Old Lighthouse Circle","","1805.00","38","2520.00","379000.00","2018-08-02","","","2018-10-01","","","","Grand Isles","","N","L","2018-10-01","379000.00","","","2018-08-30"
"RX-10418896","73414404010320110","13680 Paddock Drive","","1830.00","185","2643.00","363000.00","2018-03-30","","","2018-10-01","","2018-08-30","","SUGAR POND MANOR OF WELLINGTON","","N","L","2018-10-02","375000.00","","",""
"RX-10375358","73414421080000010","3612 Aiken Court","","4931.00","350","10509.00","4500000.00","2017-10-21","","","2018-10-06","","","","Southfields","","N","L","2018-10-06","4950000.00","","",""
"RX-10445405","73404413000003120","16757 Rustic Road","","1984.00","96","4240.00","899000.00","2018-07-04","","","2018-10-08","","","","Rustic Ranches","","N","L","2018-10-08","899000.00","","",""
"RX-10450441","73414409020240190","1741 Grantham Drive","","2469.00","76","3107.00","444900.00","2018-07-24","","","2018-10-08","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","L","2018-10-08","449900.00","","",""
"AX-10371668","73424408060001700","2062 Hermitage Drive","","1995.00","330","2681.00","359000.00","2017-11-12","","","2018-10-08","","","","Villagewalk","","","L","2018-10-08","399000.00","","",""
"RX-10455529","73414422010001150","12512 Equine Lane","","3474.00","58","4581.00","825000.00","2018-08-12","","","2018-10-09","","","","EQUESTRIAN CLUB","","N","L","2018-10-09","825000.00","","",""
"RX-10406001","73414408010280040","14335 Halter Road","","4607.00","239","6622.00","1295000.00","2018-02-13","","","2018-10-10","","","","PADDOCK PARK 2","","N","L","2018-10-10","1295000.00","","",""
"RX-10348792","73414421070000010","13250 Southfields Road","","2852.00","464","3452.00","9750000.00","2017-07-03","","","2018-10-10","","","","GREENBROOK EQUESTRIAN VILLAS","","N","L","2018-10-10","9750000.00","","",""
"RX-10441879","73414404010560570","1084 Raintree Lane","","2140.00","111","2616.00","339500.00","2018-06-21","","","2018-10-10","","","","SUGAR POND MANOR OF WELLINGTON","","N","L","2018-10-10","379500.00","","",""
"RX-10461322","73414426050000980","11441 Manatee Bay Lane","","4177.00","37","5549.00","689400.00","2018-09-04","","","2018-10-11","","","","ISLES AT WELLINGTON 4","","N","L","2018-10-11","694900.00","","",""
"RX-10437293","73424407030003380","9494 Worswick Court","","4315.00","87","5209.00","700000.00","2018-06-05","","","2018-10-11","","","","OLYMPIA","","N","L","2018-10-11","699000.00","","","2018-07-04"
"RX-10454580","73414418010160030","15675 Lindbergh Lane","","5039.00","65","6742.00","1250000.00","2018-08-09","","","2018-10-13","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-10-13","1625000.00","","",""
"RX-10438446","73414401020040330","1339 Beacon Circle","","2693.00","91","3389.00","424900.00","2018-06-08","","","2018-10-17","","","","BLACK DIAMOND","","N","L","2018-10-17","430000.00","","","2018-08-02"
"RX-10456515","72414401030010900","281 Berenger","","1814.00","66","2249.00","320000.00","2018-08-16","","","2018-10-21","","","","ANTHONY GROVES PH 2","","N","L","2018-10-21","329000.00","","",""
"RX-10403217","73414427000005030","12126 Indian Mound Road","","2140.00","259","18414.00","2989000.00","2018-02-05","","","2018-10-22","","","","Palm Glade Ranches Unrec","","N","L","2018-10-22","3500000.00","","",""
"RX-10407248","73414333010030070","13326 Doubletree Circle","","4033.00","238","5296.00","714985.00","2018-02-23","2018-09-28","","2018-10-25","","","","PINEWOOD OF WELLINGTON","U","N","L","2018-10-25","729985.00","","",""
"RX-10450057","734144103000000270","1396 Waterway Cove Drive","","1565.00","95","1025.00","279998.00","2018-07-23","","","2018-10-26","","","","Waterway Cove Wellington","","N","L","2018-10-26","299999.00","","",""
"RX-10373518","73414414290000250","11124 Isle Brook Court","","3125.00","371","4171.00","1599000.00","2017-10-13","","","2018-10-26","","","","BROOKSIDE 3","","N","L","2018-10-26","1699000.00","","","2018-02-23"
"RX-10290990","73414417010580090","Xxxx Appaloosa Trail","","6461.00","679","8883.00","4200000.00","2016-12-09","2018-09-24","","2018-10-19","","","","Saddle Trail Park of Wellington","N","N","L","2018-10-26","4750000.00","","",""
"RX-10434923","73414424050001120","3513 Collonade Drive","","3077.00","154","3710.00","475000.00","2018-05-26","","","2018-10-27","","2018-07-23","","VERSAILLES","","N","L","2018-10-27","479000.00","","",""
"RX-10434315","734144110900000410","11950 Donlin Drive","","1869.00","158","2304.00","359900.00","2018-05-24","","","2018-10-29","","2018-05-25","","PARK PLACE OF WELLINGTON","","N","L","2018-10-29","359900.00","","",""
"RX-10414690","73414406020000700","861 Forest Glen Lane","","3139.00","228","4463.00","580000.00","2018-03-16","","","2018-10-30","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON","","N","L","2018-10-30","595000.00","","",""
"RX-10431298","73414416120000390","2738 Linkside Drive","","1511.00","130","2061.00","378997.00","2018-05-12","","","2018-10-30","","","","FAIRWAY COVE OF WELLINGTON","","N","L","2018-10-30","417714.00","","",""
"RX-10439629","73414426020001330","11103 Pacifica Street","","3031.00","140","3814.00","499990.00","2018-06-13","","","2018-10-31","","","","Wellington Shores","","N","L","2018-10-31","519989.00","","",""
"RX-10413526","73414420020000030","3150 Aachen Lane","","1924.00","233","11804.00","19900000.00","2018-03-12","","","2018-10-31","","","","PALM BEACH POLO EQUESTRIAN CLUB","","N","L","2018-10-31","19900000.00","","",""
"RX-10464327","73414424050000220","3579 Birague Drive","","3028.00","48","3822.00","519000.00","2018-09-14","","","2018-11-01","","2018-10-08","","VERSAILLES","","N","L","2018-11-01","519000.00","","",""
"RX-10454715","73424407030005060","9632 Wyeth Court","","2176.00","84","3362.00","370000.00","2018-08-10","","","2018-11-02","","","","OLYMPIA","","N","L","2018-11-02","382600.00","","",""
"RX-10474231","73414423070001120","11478 Beacon Pointe Lane","","1992.00","16","2460.00","349900.00","2018-10-19","","","2018-11-04","","","","GRAND ISLES","","N","L","2018-11-04","379900.00","","",""
"RX-10303732","73414417010770130","14911 Equestrian Way","","3789.00","647","7651.00","3999000.00","2017-01-27","","","2018-11-05","","2018-10-28","","SADDLE TRAIL PARK OF WELLINGTON","","N","L","2018-11-05","4450000.00","","",""
"RX-10405767","73414419010020040","15570 Imperial Point Lane","","8871.00","264","17842.00","6550000.00","2018-02-14","","","2018-11-05","","","","PALM BEACH POINT","","N","L","2018-11-06","6550000.00","","",""
"AX-10493578","73414423090000170","3704 Moon Bay Circle","","3162.00","134","4282.00","479900.00","2018-06-27","","","2018-11-08","","","","ORANGE POINT TR B","","","L","2018-11-08","525000.00","","",""
"RX-10460978","73414410030010180","1382 Sailboat Circle","","2521.00","77","3093.00","469900.00","2018-09-03","","","2018-11-19","","2018-09-06","","SAILBOAT POINT OF WELLINGTON","","N","L","2018-11-19","469900.00","","",""
"RX-10461922","73414404010510380","14254 Aster Avenue","","2267.00","72","3125.00","399900.00","2018-09-06","2018-09-25","","2018-11-17","","","","SUGAR POND MANOR OF WELLINGTON","U","N","L","2018-11-19","419000.00","","",""
"RX-10441340","73414422010001040","12478 Equine Lane","","4879.00","153","6122.00","990000.00","2018-06-20","","","2018-11-20","","","","EQUESTRIAN CLUB","","N","L","2018-11-20","990000.00","","",""
"RX-10466536","73414410320000230","12218 Brisbane Lane","","1631.00","46","2113.00","299900.00","2018-09-24","","","2018-11-09","","","","Wellington Downs","","N","L","2018-11-09","325000.00","","",""
"HX-10360961","73414332030170060","14757 Stirrup Lane","","6193.00","381","7860.00","1495000.00","2017-10-24","","","2018-11-09","","","","Paddock Park","","","L","2018-11-09","1225000.00","","",""
"RX-10334074","73414418010040100","15570 De Havilland Court","","5201.00","546","6840.00","1239000.00","2017-05-12","","","2018-11-09","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-11-09","1395000.00","","",""
"RX-10397703","73414407040000470","1601 Lakefield North Court N","","1944.00","295","2573.00","450000.00","2018-01-18","","","2018-11-09","","2018-01-22","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","L","2018-11-09","450000.00","","",""
"RX-10422198","73414333010020270","13275 Garwood Court","","3286.00","212","4330.00","629000.00","2018-04-11","","","2018-11-09","","","","PINEWOOD OF WELLINGTON","","N","L","2018-11-09","658500.00","","",""
"RX-10441922","73414416120000310","2713 Fairway Cove Court","","1464.00","140","1899.00","315000.00","2018-06-22","2018-10-25","","2018-11-09","","","","FAIRWAY COVE OF WELLINGTON","N","N","L","2018-11-09","315000.00","","",""
"RX-10465723","73414423090000170","3704 Moon Bay Circle","","3162.00","51","4282.00","479900.00","2018-09-20","","","2018-11-10","","","","ORANGE POINT TR B","","N","L","2018-11-10","499900.00","","",""
"RX-10445471","73414404010710200","1721 Primrose Lane","","2113.00","127","2954.00","399000.00","2018-07-05","","","2018-11-09","","","","SUGAR POND MANOR OF WELLINGTON","","N","L","2018-11-11","419000.00","","",""
"RX-10392618","73424407050023470","9601 Via Elegante","","2364.00","312","3036.00","359000.00","2018-01-02","2018-10-27","","2018-11-11","","","","BUENA VIDA","","N","L","2018-11-11","405000.00","","",""
"AX-10503251","73414331010000980","15581 Bent Creek Road","","2781.00","124","3977.00","530000.00","2018-07-12","","","2018-11-13","","","","BINKS FOREST OF THE LANDI","","","L","2018-11-13","548000.00","","",""
"RX-10452626","73424417020013070","9269 Delemar Court","","4168.00","103","5209.00","620000.00","2018-08-02","","","2018-11-13","","","","OLYMPIA 2","","N","L","2018-11-13","669000.00","","",""
"RX-10431007","73414407020030170","1300 Wood Row Way","","4304.00","179","5821.00","759000.00","2018-05-11","","","2018-11-06","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTON","","N","L","2018-11-13","799900.00","","",""
"RX-10480352","73414411020040110","11540 Turnstone Drive","","1873.00","0","2574.00","379900.00","2018-11-14","","","2018-11-14","","","","EASTWOOD","","N","L","2018-11-14","374000.00","","",""
"RX-10468115","73414407040001100","1820 S Club Drive","","1515.00","46","2075.00","357900.00","2018-09-29","","","2018-11-14","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","L","2018-11-14","360000.00","","",""
"FX-10126002","73424417020012270","3130 Hartridge Ter","","4174.00","162","5373.00","634900.00","2018-06-05","","","2018-11-14","","","","Olympia 02","","","L","2018-11-14","634900.00","","",""
"AX-10452061","73414423070000120","3554 Old Lighthouse Circle","","2309.00","215","2979.00","465000.00","2018-04-14","","","2018-11-15","","","","ORANGE POINT TR C","","","L","2018-11-15","489000.00","","",""
"RX-10432619","73414409020140130","1675 Wiltshire Village Drive","","2615.00","182","3337.00","439900.00","2018-05-17","2018-11-06","","2018-11-15","","","","Greenview Shores No 2 of Wellington","U","N","L","2018-11-15","449900.00","","",""
"RX-10458007","73424417020012460","3105 Hartridge Terrace","","3941.00","87","5185.00","629000.00","2018-08-21","","","2018-11-16","","","","OLYMPIA 2","","N","L","2018-11-16","653500.00","","",""
"RX-10471819","73424417020008210","2531 Sawyer Terrace","","2822.00","35","3368.00","449000.00","2018-10-12","","","2018-11-16","","2018-10-12","","OLYMPIA 2","","N","L","2018-11-16","449000.00","","",""
"RX-10392163","73414333010030150","13138 Doubletree Circle","","6768.00","324","8225.00","1285000.00","2017-12-28","","","2018-11-17","","","","PINEWOOD OF WELLINGTON","","N","L","2018-11-18","1450000.00","","",""
"RX-10403767","73414411020080020","11598 Anhinga Drive","","1660.00","201","2500.00","329900.00","2018-02-07","","","2018-11-18","","","","EASTWOOD OF WELLINGTON","","N","L","2018-11-18","365000.00","","",""
"RX-10450958","73414402010030100","642 W Rambling Drive","","3794.00","118","4745.00","1300000.00","2018-07-26","","","2018-11-21","","","","PALM BEACH LITTLE RANCHES 2","","N","L","2018-11-21","1300000.00","","",""
"RX-10449756","73424407030003000","2226 Stotesbury Way","","5485.00","50","6852.00","924900.00","2018-07-22","","","2018-11-21","","","","OLYMPIA 1","","N","L","2018-11-21","937500.00","","","2018-11-15"
"RX-10438513","73414424050002540","3597 Royalle Terrace","","6307.00","165","7598.00","1800000.00","2018-06-09","","","2018-11-21","","","","VERSAILLES","","N","L","2018-11-21","1800000.00","","",""
"RX-10456360","73414411050080450","1877 Shower Tree Way","","2443.00","98","2986.00","360000.00","2018-08-16","","","2018-11-22","","","","EASTWOOD OF WELLINGTON 3","","N","L","2018-11-22","380000.00","","",""
"RX-10458138","73414333010030200","13066 Doubletree Circle","","3401.00","94","5107.00","625000.00","2018-08-22","","","2018-11-24","","","","PINEWOOD OF WELLINGTON","","N","L","2018-11-24","699000.00","","",""
"RX-10258659","73414429010000440","14710 Palm Beach Point Boulevard","","12339.00","836","13937.00","3249000.00","2016-08-10","","","2018-11-24","","","","PALM BEACH POINT EAST","","N","L","2018-11-24","4500000.00","","",""
"RX-10465251","73414410260000790","1876 Capeside Circle","","1279.00","66","1460.00","239000.00","2018-09-18","","","2018-11-25","","","","WELLINGTON LAKES","","N","L","2018-11-25","249000.00","","","2018-10-09"
"RX-10465162","73414409020390010","12724 Whitby Street","","3073.00","68","3919.00","479999.00","2018-09-18","","","2018-11-25","","","","MARGATE PLACE AT GREENVIEW SHORES","","N","L","2018-11-25","459999.00","","",""
"RX-10447247","73414331010000060","15630 Bent Creek Road","","1986.00","139","2559.00","295000.00","2018-07-10","2018-07-17","","2018-11-26","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","N","N","L","2018-11-26","295000.00","","",""
"RX-10447262","73414409010120170","1266 Barnstaple Circle","","2368.00","137","3183.00","459900.00","2018-07-12","","","2018-11-26","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","L","2018-11-26","479000.00","","",""
"RX-10439492","00414425110000590","10518 Kipling Way","","2215.00","167","2875.00","125000.00","2018-06-12","","","2018-11-26","","","","WYCLIFFE TR K","","N","L","2018-11-26","159000.00","","",""
"RX-10454657","73424407050010170","8709 Via Grande E","","2364.00","111","3036.00","382500.00","2018-08-07","","","2018-11-26","","","","BUENA VIDA","","N","L","2018-11-26","449000.00","","",""
"RX-10475060","73424417020017250","2698 Cooper Way","","3963.00","34","4942.00","544900.00","2018-10-23","","","2018-11-26","","2018-11-19","","OLYMPIA 2","","N","L","2018-11-26","544900.00","","",""
"RX-10393660","73414418010010160","15535 Sunward Street","","3702.00","325","8163.00","1250000.00","2018-01-05","","","2018-11-26","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-11-26","1295000.00","","",""
"RX-10438806","73414414440000060","2683 Sheltingham Drive","","5079.00","171","7505.00","3900000.00","2018-06-08","","","2018-11-26","","","","KENSINGTON","","N","L","2018-11-26","3900000.00","","",""
"RX-10469614","73414410010090050","1379-1381 Riverside Circle","","2024.00","55","2024.00","479000.00","2018-10-04","","","2018-11-28","","","","SOUTH SHORE 1 OF WELLINGTON","","N","L","2018-11-28","479000.00","","",""
"RX-10428705","73414332030110050","14900 Horseshoe Trace","","2890.00","212","4142.00","749000.00","2018-04-30","","","2018-11-28","","","","PADDOCK PARK 1 OF WELLINGTON","","N","L","2018-11-28","799000.00","","",""
"RX-10423042","73414418010080060","2000 Greenbriar Boulevard","","4043.00","229","5989.00","1450000.00","2018-04-13","","","2018-11-28","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","L","2018-11-28","1450000.00","","",""
"RX-10443754","73424407030006850","9607 Shepard Place","","4017.00","154","5334.00","659500.00","2018-06-28","","","2018-11-29","","","","OLYMPIA","","N","L","2018-11-29","688888.00","","",""
"RX-10308407","73414420180000070","3872 Shutterfly Way","","3605.00","655","33153.00","13350000.00","2017-02-13","","","2018-11-30","","","","GRAND PRIX VILLAGE SOUTH","","N","L","2018-11-30","17900000.00","","",""
